"id","primary_key","created_date","created_time","valid_upto","exception_id","Severity","department","isactive","logic"
"430","424","2024-08-24 11:23:34","17:54:37.448961","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"431","425","2024-08-24 11:23:34","17:54:37.450139","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"432","426","2024-08-24 11:23:34","17:54:37.450637","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"433","427","2024-08-24 11:23:34","17:54:37.451118","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"434","428","2024-08-24 11:23:34","17:54:37.452118","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"435","429","2024-08-24 11:23:34","17:54:37.453126","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"436","430","2024-08-24 11:23:34","17:54:37.454184","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"437","431","2024-08-24 11:23:34","17:54:37.455332","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"438","432","2024-08-24 11:23:34","17:54:37.455832","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"439","433","2024-08-24 11:23:34","17:54:37.456331","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"440","434","2024-08-24 11:23:34","17:54:37.456833","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"441","435","2024-08-24 11:23:34","17:54:37.456833","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"442","436","2024-08-24 11:23:34","17:54:37.457831","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"443","437","2024-08-24 11:23:34","17:54:37.458515","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"444","438","2024-08-24 11:23:34","17:54:37.458515","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"445","439","2024-08-24 11:23:34","17:54:37.459014","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"446","440","2024-08-24 11:23:34","17:54:37.459514","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"447","441","2024-08-24 11:23:34","17:54:37.460527","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"448","442","2024-08-24 11:23:34","17:54:37.462205","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"449","443","2024-08-24 11:23:34","17:54:37.462205","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"450","444","2024-08-24 11:23:34","17:54:37.462704","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"451","445","2024-08-24 11:23:34","17:54:37.462926","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"452","446","2024-08-24 11:23:34","17:54:37.462926","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"453","447","2024-08-24 11:23:34","17:54:37.462926","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"454","448","2024-08-24 11:23:34","17:54:37.462926","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"455","449","2024-08-24 11:23:34","17:54:37.463700","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"456","450","2024-08-24 11:23:34","17:54:37.464198","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"457","451","2024-08-24 11:23:34","17:54:37.464198","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"458","452","2024-08-24 11:23:34","17:54:37.465305","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"459","453","2024-08-24 11:23:34","17:54:37.465305","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"460","454","2024-08-24 11:23:34","17:54:37.465804","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"461","455","2024-08-24 11:23:34","17:54:37.466947","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"462","456","2024-08-24 11:23:34","17:54:37.467093","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"463","457","2024-08-24 11:23:34","17:54:37.467093","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"464","458","2024-08-24 11:23:34","17:54:37.467093","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"465","459","2024-08-24 11:23:34","17:54:37.468480","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"466","460","2024-08-24 11:23:34","17:54:37.468794","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"467","461","2024-08-24 11:23:34","17:54:37.468794","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"468","462","2024-08-24 11:23:34","17:54:37.469825","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"469","463","2024-08-24 11:23:34","17:54:37.469825","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"470","464","2024-08-24 11:23:34","17:54:37.470824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"471","465","2024-08-24 11:23:34","17:54:37.470824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"472","466","2024-08-24 11:23:34","17:54:37.471823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"473","467","2024-08-24 11:23:34","17:54:37.471823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"474","468","2024-08-24 11:23:34","17:54:37.472823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"475","469","2024-08-24 11:23:34","17:54:37.472823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"476","470","2024-08-24 11:23:34","17:54:37.473827","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"477","471","2024-08-24 11:23:34","17:54:37.473827","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"478","472","2024-08-24 11:23:34","17:54:37.474823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"479","473","2024-08-24 11:23:34","17:54:37.474823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"480","474","2024-08-24 11:23:34","17:54:37.475824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"481","475","2024-08-24 11:23:34","17:54:37.475824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"482","476","2024-08-24 11:23:34","17:54:37.475824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"483","477","2024-08-24 11:23:34","17:54:37.476822","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"484","478","2024-08-24 11:23:34","17:54:37.476822","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"485","479","2024-08-24 11:23:34","17:54:37.477822","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"486","480","2024-08-24 11:23:34","17:54:37.477822","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"487","481","2024-08-24 11:23:34","17:54:37.478827","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"488","482","2024-08-24 11:23:34","17:54:37.478827","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"489","483","2024-08-24 11:23:34","17:54:37.478827","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"490","484","2024-08-24 11:23:34","17:54:37.479824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"491","485","2024-08-24 11:23:34","17:54:37.479824","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"492","486","2024-08-24 11:23:34","17:54:37.480823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"493","487","2024-08-24 11:23:34","17:54:37.481757","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"494","488","2024-08-24 11:23:34","17:54:37.481757","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"495","489","2024-08-24 11:23:34","17:54:37.481757","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"496","490","2024-08-24 11:23:34","17:54:37.482261","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"497","491","2024-08-24 11:23:34","17:54:37.482261","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"498","492","2024-08-24 11:23:34","17:54:37.482261","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"499","493","2024-08-24 11:23:34","17:54:37.483274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"500","494","2024-08-24 11:23:34","17:54:37.483274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"501","495","2024-08-24 11:23:34","17:54:37.484272","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"502","496","2024-08-24 11:23:34","17:54:37.484272","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"503","497","2024-08-24 11:23:34","17:54:37.485273","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"504","498","2024-08-24 11:23:34","17:54:37.485273","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"505","499","2024-08-24 11:23:34","17:54:37.486271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"506","500","2024-08-24 11:23:34","17:54:37.486271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"507","501","2024-08-24 11:23:34","17:54:37.486271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"508","502","2024-08-24 11:23:34","17:54:37.487272","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"509","503","2024-08-24 11:23:34","17:54:37.487272","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"510","504","2024-08-24 11:23:34","17:54:37.487272","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"511","505","2024-08-24 11:23:34","17:54:37.488271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"512","506","2024-08-24 11:23:34","17:54:37.488271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"513","507","2024-08-24 11:23:34","17:54:37.488271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"514","508","2024-08-24 11:23:34","17:54:37.489270","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"515","509","2024-08-24 11:23:34","17:54:37.489270","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"516","510","2024-08-24 11:23:34","17:54:37.490274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"517","511","2024-08-24 11:23:34","17:54:37.490274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"518","512","2024-08-24 11:23:34","17:54:37.491271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"519","513","2024-08-24 11:23:34","17:54:37.491271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"520","514","2024-08-24 11:23:34","17:54:37.491271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"521","515","2024-08-24 11:23:34","17:54:37.492271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"522","516","2024-08-24 11:23:34","17:54:37.492271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"523","517","2024-08-24 11:23:34","17:54:37.493275","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"524","518","2024-08-24 11:23:34","17:54:37.493275","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"525","519","2024-08-24 11:23:34","17:54:37.493275","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"526","520","2024-08-24 11:23:34","17:54:37.494274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"527","521","2024-08-24 11:23:34","17:54:37.494274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"528","522","2024-08-24 11:23:34","17:54:37.494274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"529","523","2024-08-24 11:23:34","17:54:37.495271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"530","524","2024-08-24 11:23:34","17:54:37.495271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"531","525","2024-08-24 11:23:34","17:54:37.496273","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"532","526","2024-08-24 11:23:34","17:54:37.496273","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"533","527","2024-08-24 11:23:34","17:54:37.498273","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"534","528","2024-08-24 11:23:34","17:54:37.499274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"535","529","2024-08-24 11:23:34","17:54:37.499274","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"536","530","2024-08-24 11:23:34","17:54:37.500271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"537","531","2024-08-24 11:23:34","17:54:37.501271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"538","532","2024-08-24 11:23:34","17:54:37.501271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"539","533","2024-08-24 11:23:34","17:54:37.502271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"540","534","2024-08-24 11:23:34","17:54:37.502271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"541","535","2024-08-24 11:23:34","17:54:37.503271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"542","536","2024-08-24 11:23:34","17:54:37.503271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"543","537","2024-08-24 11:23:34","17:54:37.504271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"544","538","2024-08-24 11:23:34","17:54:37.504271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"545","539","2024-08-24 11:23:34","17:54:37.505271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"546","540","2024-08-24 11:23:34","17:54:37.506272","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"547","541","2024-08-24 11:23:34","17:54:37.507271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"548","542","2024-08-24 11:23:34","17:54:37.508271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"549","543","2024-08-24 11:23:34","17:54:37.508271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"550","544","2024-08-24 11:23:34","17:54:37.509271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"551","545","2024-08-24 11:23:34","17:54:37.510271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"552","546","2024-08-24 11:23:34","17:54:37.510271","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"553","547","2024-08-24 11:23:34","17:54:37.511684","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"554","548","2024-08-24 11:23:34","17:54:37.511823","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"555","549","2024-08-24 11:23:34","17:54:37.512893","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"556","550","2024-08-24 11:23:34","17:54:37.512893","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"557","551","2024-08-24 11:23:34","17:54:37.512893","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"558","552","2024-08-24 11:23:34","17:54:37.513889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"559","553","2024-08-24 11:23:34","17:54:37.513889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"560","554","2024-08-24 11:23:34","17:54:37.513889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"561","555","2024-08-24 11:23:34","17:54:37.514889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"562","556","2024-08-24 11:23:34","17:54:37.514889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"563","557","2024-08-24 11:23:34","17:54:37.514889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"564","558","2024-08-24 11:23:34","17:54:37.514889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"565","559","2024-08-24 11:23:34","17:54:37.515888","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"566","560","2024-08-24 11:23:34","17:54:37.515888","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"567","561","2024-08-24 11:23:34","17:54:37.515888","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"568","562","2024-08-24 11:23:34","17:54:37.516889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"569","563","2024-08-24 11:23:34","17:54:37.516889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
"570","564","2024-08-24 11:23:34","17:54:37.516889","2024-09-10 16:23:34","5","High","Compliance","0","SELECT * FROM 250k_new_dataset WHERE Occupation IS NOT NULL AND IndustryType IS NULL;"
